date,primary_type,arrest,domestic,district,year,latitude,longitude
2024-04-29 11:15:00 UTC,THEFT,false,false,18,2024,41.903496586,-87.629974549
2020-08-16 12:00:00 UTC,DECEPTIVE PRACTICE,false,false,3,2020,41.770729563,-87.572755066
2021-04-20 20:30:00 UTC,ASSAULT,false,false,11,2021,41.875778829,-87.701071683
2023-07-07 16:37:00 UTC,BATTERY,false,false,9,2023,41.851316079,-87.631981639
2023-11-12 02:26:00 UTC,OTHER OFFENSE,false,true,8,2023,41.795254825,-87.765365801
2024-09-12 21:00:00 UTC,BATTERY,false,false,6,2024,41.758032284,-87.610245211
2023-10-01 14:14:00 UTC,BATTERY,false,true,16,2023,41.966757099,-87.776074946
2024-07-21 19:47:00 UTC,BATTERY,false,false,19,2024,41.965342725,-87.639851296
2025-09-10 19:22:00 UTC,CRIMINAL DAMAGE,false,false,2,2025,41.809669669,-87.594427666
2020-12-18 15:05:00 UTC,CRIMINAL TRESPASS,false,false,2,2020,41.805200824,-87.608893488
2024-08-20 21:00:00 UTC,THEFT,false,false,19,2024,41.933333772,-87.667114887
2023-11-25 22:25:00 UTC,OFFENSE INVOLVING CHILDREN,false,true,6,2023,41.753491473,-87.655421615
2025-05-30 00:00:00 UTC,BATTERY,false,false,25,2025,41.917275556,-87.717427731
2024-01-07 04:35:00 UTC,BURGLARY,false,false,10,2024,41.847821415,-87.683076561
2020-02-16 21:09:00 UTC,BATTERY,false,true,1,2020,41.871834768,-87.62615082
2022-03-10 06:00:00 UTC,DECEPTIVE PRACTICE,false,false,19,2022,41.933880673,-87.649053068
2024-11-09 18:45:00 UTC,THEFT,false,false,14,2024,41.910302064,-87.68885364
2023-08-01 13:52:00 UTC,ROBBERY,false,false,3,2023,41.768310521,-87.624917247
2021-05-29 17:00:00 UTC,MOTOR VEHICLE THEFT,false,false,6,2021,41.755278377,-87.634413562
2020-10-30 21:50:00 UTC,ASSAULT,true,false,16,2020,41.960903273,-87.770923374
2021-12-29 08:52:00 UTC,BATTERY,true,true,8,2021,41.792763782,-87.76054721
2023-03-23 05:47:00 UTC,THEFT,false,false,24,2023,42.012099666,-87.698424465
2023-03-30 08:00:00 UTC,THEFT,false,false,6,2023,41.747686277,-87.658516925
2024-02-19 10:30:00 UTC,BATTERY,false,true,12,2024,41.893085733,-87.682705794
2022-06-24 12:00:00 UTC,DECEPTIVE PRACTICE,false,true,3,2022,41.781426555,-87.618884578
2021-05-19 15:29:00 UTC,BATTERY,false,true,16,2021,41.952758604,-87.805640126
2020-06-06 16:00:00 UTC,MOTOR VEHICLE THEFT,false,false,18,2020,41.894327846,-87.62814321
2021-09-03 12:00:00 UTC,DECEPTIVE PRACTICE,false,false,8,2021,41.779196307,-87.722776402
2022-01-23 03:00:00 UTC,ASSAULT,false,false,18,2022,41.907056567,-87.634586291
2020-11-02 18:07:00 UTC,BATTERY,false,false,25,2020,41.924902436,-87.766025313
2024-01-13 18:21:00 UTC,BATTERY,false,true,10,2024,41.847432183,-87.718538539
2023-09-05 15:15:00 UTC,THEFT,false,false,14,2023,41.929743818,-87.684273777
2022-12-12 07:30:00 UTC,THEFT,false,false,2,2022,41.790894592,-87.604940233
2020-01-06 12:00:00 UTC,DECEPTIVE PRACTICE,false,false,6,2020,41.728994992,-87.627045546
2025-07-02 12:40:00 UTC,BATTERY,false,true,3,2025,41.781778297,-87.587862346
2023-05-26 03:00:00 UTC,CRIMINAL DAMAGE,false,false,4,2023,41.744262045,-87.581279284
2024-12-16 00:04:00 UTC,ASSAULT,false,false,12,2024,41.87794002,-87.647759117
2024-03-24 13:00:00 UTC,THEFT,false,false,3,2024,41.780268189,-87.614002814
2023-09-24 19:37:00 UTC,ASSAULT,false,true,10,2023,41.845598663,-87.706290551
2021-08-24 15:27:00 UTC,THEFT,false,false,19,2021,41.969139248,-87.65105867
2025-11-18 14:18:00 UTC,CRIMINAL TRESPASS,true,false,1,2025,41.878156422,-87.629995452
2021-09-28 13:29:00 UTC,BATTERY,false,false,6,2021,41.750832464,-87.605224746
2024-04-22 09:10:00 UTC,ROBBERY,false,false,4,2024,41.736922044,-87.551419766
2023-06-11 13:40:00 UTC,ASSAULT,true,true,25,2023,41.931288158,-87.765450553
2022-05-15 12:20:00 UTC,BATTERY,false,true,22,2022,41.71160204,-87.646603177
2020-12-29 12:58:00 UTC,CRIMINAL DAMAGE,false,false,6,2020,41.73755298,-87.621019843
2024-04-17 17:50:00 UTC,THEFT,false,false,1,2024,41.88184935,-87.641606807
2023-03-23 20:10:00 UTC,NARCOTICS,true,false,11,2023,41.873907046,-87.725430093
2021-06-12 02:00:00 UTC,ROBBERY,false,false,14,2021,41.90567115,-87.695979163
2025-02-05 01:27:00 UTC,NARCOTICS,true,false,11,2025,41.876645322,-87.742691439
2020-06-21 18:30:00 UTC,BATTERY,false,true,4,2020,41.68954329,-87.537696716
2024-04-28 09:00:00 UTC,THEFT,false,false,12,2024,41.88994273,-87.687905116
2025-02-05 15:50:00 UTC,THEFT,false,false,4,2025,41.758331814,-87.571244836
2023-08-30 13:29:00 UTC,BATTERY,true,false,14,2023,41.905258171,-87.711753756
2025-11-27 13:03:00 UTC,ASSAULT,false,true,7,2025,41.764452305,-87.637081449
2021-12-23 13:00:00 UTC,THEFT,false,false,19,2021,41.954475247,-87.655402462
2021-09-08 02:45:00 UTC,BATTERY,true,true,6,2021,41.737733086,-87.601210469
2023-08-12 22:19:00 UTC,BURGLARY,false,false,9,2023,41.824589398,-87.687134703
2023-12-07 12:40:00 UTC,BATTERY,false,false,10,2023,41.856547057,-87.695604526
2021-07-16 16:48:00 UTC,NARCOTICS,true,false,22,2021,41.729821121,-87.654377317
2022-10-17 16:20:00 UTC,BATTERY,false,false,6,2022,41.721689256,-87.626539467
2020-01-30 19:46:00 UTC,NARCOTICS,true,false,6,2020,41.750701977,-87.601532203
2021-12-24 02:50:00 UTC,CRIMINAL DAMAGE,false,false,25,2021,41.919366106,-87.769120387
2020-01-30 18:41:00 UTC,BATTERY,false,true,5,2020,41.706241754,-87.624357568
2023-12-25 23:00:00 UTC,ASSAULT,false,false,25,2023,41.938830338,-87.746557909
2020-05-19 12:50:00 UTC,THEFT,false,false,19,2020,41.93743245,-87.649180491
2025-04-18 01:02:00 UTC,OTHER OFFENSE,false,false,17,2025,41.963719573,-87.727904675
2025-08-04 17:00:00 UTC,OTHER OFFENSE,false,true,7,2025,41.783530913,-87.636222431
2021-08-23 07:00:00 UTC,DECEPTIVE PRACTICE,false,false,8,2021,41.745508791,-87.684018374
2021-11-24 15:47:00 UTC,THEFT,false,false,17,2021,41.939300241,-87.711739358
2020-09-08 15:20:00 UTC,DECEPTIVE PRACTICE,false,false,22,2020,41.721536966,-87.637559575
2023-11-05 00:00:00 UTC,BATTERY,false,true,2,2023,41.80171934,-87.630703621
2020-02-10 13:28:00 UTC,CRIMINAL DAMAGE,false,true,4,2020,41.744019197,-87.544250543
2025-09-09 15:00:00 UTC,ASSAULT,false,false,12,2025,41.883283232,-87.667848083
2024-07-18 22:27:00 UTC,PROSTITUTION,true,false,8,2024,41.803515121,-87.743044463
2021-02-09 00:22:00 UTC,THEFT,false,false,16,2021,41.976762981,-87.900983721
2022-07-23 03:00:00 UTC,OTHER OFFENSE,true,true,11,2022,41.867037335,-87.7283882
2021-12-18 15:55:00 UTC,THEFT,false,false,19,2021,41.939923405,-87.668667203
2020-11-13 11:10:00 UTC,BATTERY,false,true,11,2020,41.886628828,-87.716065899
2023-06-27 10:00:00 UTC,DECEPTIVE PRACTICE,false,false,5,2023,41.655003274,-87.613923661
2020-08-28 20:11:00 UTC,NARCOTICS,true,false,25,2020,41.908551235,-87.751012308
2023-06-06 17:01:00 UTC,BATTERY,true,false,4,2023,41.751848142,-87.557468736
2022-05-31 20:12:00 UTC,OTHER OFFENSE,true,false,12,2022,41.876527017,-87.656597758
2025-06-01 03:00:00 UTC,ASSAULT,false,true,7,2025,41.771379267,-87.655497247
2023-08-24 20:45:00 UTC,BATTERY,true,false,11,2023,41.870932257,-87.744921277
2024-08-14 06:30:00 UTC,THEFT,false,false,1,2024,41.884499369,-87.625691681
2023-01-19 11:08:00 UTC,MOTOR VEHICLE THEFT,false,false,12,2023,41.893990113,-87.702155577
2020-01-10 12:50:00 UTC,BATTERY,false,false,3,2020,41.784833656,-87.622212733
2025-04-22 15:00:00 UTC,THEFT,false,false,2,2025,41.80062644,-87.590467932
2022-08-31 13:25:00 UTC,THEFT,true,false,18,2022,41.894465726,-87.624241063
2025-06-30 09:50:00 UTC,THEFT,false,false,6,2025,41.724747626,-87.622285912
2023-04-22 20:15:00 UTC,CRIMINAL DAMAGE,false,false,9,2023,41.796607767,-87.647676793
2024-12-08 17:55:00 UTC,BATTERY,false,false,22,2024,41.685154594,-87.636516591
2025-09-03 12:00:00 UTC,CRIMINAL DAMAGE,false,false,19,2025,41.958924552,-87.669179368
2023-10-24 08:30:00 UTC,MOTOR VEHICLE THEFT,false,false,22,2023,41.735066839,-87.650896405
2022-02-26 13:56:00 UTC,OTHER OFFENSE,false,true,15,2022,41.878364274,-87.763539901
2023-08-09 22:00:00 UTC,THEFT,false,false,19,2023,41.947225886,-87.655545441
2023-03-07 20:45:00 UTC,BATTERY,false,false,5,2023,41.69261082,-87.620388196
2024-12-17 18:52:00 UTC,THEFT,false,false,18,2024,41.895978014,-87.624275756
2023-03-03 21:45:00 UTC,THEFT,false,false,18,2023,41.888766628,-87.63105063
2022-07-25 20:45:00 UTC,ROBBERY,false,false,9,2022,41.816861262,-87.696919189
2023-08-04 09:02:00 UTC,BATTERY,true,true,11,2023,41.869826822,-87.723967106
2021-08-04 20:35:00 UTC,CRIMINAL DAMAGE,false,false,1,2021,41.884485203,-87.62874355
2022-04-13 00:00:00 UTC,CRIMINAL DAMAGE,false,false,11,2022,41.883695778,-87.726986175
2022-01-23 19:50:00 UTC,OTHER OFFENSE,false,false,16,2022,41.96059054,-87.758204687
2020-02-08 06:05:00 UTC,BATTERY,true,false,16,2020,41.976762981,-87.900983721
2022-07-23 12:50:00 UTC,CRIMINAL DAMAGE,false,false,20,2022,41.976399444,-87.669619346
2021-02-01 12:00:00 UTC,MOTOR VEHICLE THEFT,false,false,15,2021,41.871093058,-87.751165162
2025-12-10 01:45:00 UTC,CRIMINAL DAMAGE,false,false,25,2025,41.917097262,-87.731938922
2025-07-27 21:30:00 UTC,MOTOR VEHICLE THEFT,false,false,1,2025,41.857308478,-87.619340066
2021-05-12 12:15:00 UTC,ASSAULT,false,false,18,2021,41.896664035,-87.629175344
2024-11-08 10:00:00 UTC,BATTERY,false,false,5,2024,41.704662765,-87.628209119
2025-01-22 00:30:00 UTC,CRIMINAL DAMAGE,false,false,20,2025,41.989171298,-87.671583349
2024-01-17 01:14:00 UTC,ASSAULT,true,false,8,2024,41.808069268,-87.70803582
2024-12-25 18:00:00 UTC,CRIMINAL DAMAGE,false,false,8,2024,41.7858956,-87.727010234
2021-11-09 09:00:00 UTC,THEFT,false,false,2,2021,41.81410035,-87.59935831
2022-08-21 21:00:00 UTC,BATTERY,false,true,8,2022,41.75075651,-87.704854344
2024-11-14 16:00:00 UTC,STALKING,false,false,11,2024,41.872815608,-87.702173016
2024-04-19 01:00:00 UTC,THEFT,false,false,16,2024,41.954035844,-87.796424031
2025-02-08 10:15:00 UTC,DECEPTIVE PRACTICE,false,false,10,2025,41.855911352,-87.719966
2025-01-27 09:25:00 UTC,BATTERY,true,true,9,2025,41.796322047,-87.699715217
2022-09-21 19:00:00 UTC,MOTOR VEHICLE THEFT,false,false,1,2022,41.883281673,-87.615202429
2025-01-02 22:39:00 UTC,ASSAULT,true,false,16,2025,41.977331824,-87.811983582
2024-10-14 23:10:00 UTC,OTHER OFFENSE,false,false,12,2024,41.856966764,-87.685766368
2024-07-20 19:50:00 UTC,ASSAULT,false,false,22,2024,41.722578383,-87.662706548
2022-10-09 14:45:00 UTC,MOTOR VEHICLE THEFT,false,false,25,2022,41.906346301,-87.769444436
2022-09-16 20:00:00 UTC,THEFT,false,false,4,2022,41.667854056,-87.544350515
2021-07-03 23:14:00 UTC,BATTERY,false,true,4,2021,41.748147478,-87.562159947
2024-12-16 22:10:00 UTC,BATTERY,true,true,5,2024,41.656782576,-87.602332931
2024-02-27 13:00:00 UTC,THEFT,false,false,14,2024,41.931138327,-87.697596282
2020-06-05 00:56:00 UTC,BATTERY,false,true,8,2020,41.766062204,-87.683279663
2024-12-01 22:00:00 UTC,ASSAULT,false,false,24,2024,41.990740957,-87.675878227
2023-03-24 11:00:00 UTC,CRIMINAL DAMAGE,false,false,8,2023,41.81170005,-87.748159806
2024-10-12 23:00:00 UTC,ASSAULT,false,false,6,2024,41.747824891,-87.643959918
2024-05-05 07:00:00 UTC,ASSAULT,false,true,25,2024,41.918890472,-87.786522492
2023-10-20 20:00:00 UTC,CRIMINAL DAMAGE,false,false,17,2023,41.97004342,-87.729694456
2023-04-01 18:30:00 UTC,CRIMINAL DAMAGE,false,true,3,2023,41.772635626,-87.58384403
2021-05-25 13:20:00 UTC,DECEPTIVE PRACTICE,true,false,4,2021,41.738741616,-87.550225209
2022-04-25 22:15:00 UTC,OTHER OFFENSE,false,false,15,2022,41.901532511,-87.763804156
2020-05-30 12:00:00 UTC,CRIMINAL DAMAGE,false,false,12,2020,41.862722844,-87.646787332
2020-06-27 18:00:00 UTC,CRIMINAL DAMAGE,false,false,10,2020,41.846059288,-87.695253595
2020-08-28 06:40:00 UTC,CRIMINAL TRESPASS,false,false,4,2020,41.707418751,-87.559647519
2024-08-05 12:00:00 UTC,DECEPTIVE PRACTICE,false,false,17,2024,41.956221677,-87.734045486
2025-11-08 15:15:00 UTC,BURGLARY,false,true,5,2025,41.697042099,-87.631401112
2025-05-26 04:00:00 UTC,ASSAULT,false,true,11,2025,41.872310326,-87.742870872
2025-01-17 11:00:00 UTC,DECEPTIVE PRACTICE,false,false,18,2025,41.891135724,-87.628049777
2023-09-23 02:30:00 UTC,CRIMINAL DAMAGE,false,false,9,2023,41.807824573,-87.66130104
2023-12-11 15:04:00 UTC,ASSAULT,false,false,12,2023,41.884227074,-87.651445025
2024-07-22 12:55:00 UTC,ASSAULT,false,false,25,2024,41.908452786,-87.765880756
2020-01-11 20:00:00 UTC,BATTERY,false,false,9,2020,41.852868298,-87.63091491
2024-06-26 19:00:00 UTC,MOTOR VEHICLE THEFT,false,false,5,2024,41.666713055,-87.622247761
2023-06-24 17:05:00 UTC,THEFT,false,false,1,2023,41.877896435,-87.624310435
2024-03-21 23:30:00 UTC,MOTOR VEHICLE THEFT,false,false,17,2024,41.97799709,-87.712381901
2023-07-12 07:20:00 UTC,THEFT,false,true,3,2023,41.777558327,-87.615558249
2021-01-03 12:50:00 UTC,CRIMINAL DAMAGE,false,true,6,2021,41.742719912,-87.607331741
2020-05-21 13:30:00 UTC,BATTERY,false,false,25,2020,41.934791252,-87.776393727
2025-12-03 23:31:00 UTC,MOTOR VEHICLE THEFT,false,false,16,2025,41.941972882,-87.787824984
2024-01-30 05:40:00 UTC,BATTERY,false,true,7,2024,41.762175196,-87.673462746
2023-11-26 15:05:00 UTC,THEFT,false,true,5,2023,41.712655533,-87.621741627
2022-12-29 19:35:00 UTC,PUBLIC PEACE VIOLATION,true,false,1,2022,41.867930819,-87.640743571
2025-09-28 17:00:00 UTC,THEFT,false,false,15,2025,41.869812391,-87.744880147
2025-11-14 21:32:00 UTC,WEAPONS VIOLATION,true,true,2,2025,41.806854318,-87.612612449
2025-06-16 02:20:00 UTC,CRIMINAL DAMAGE,false,false,11,2025,41.890813098,-87.721060899
2021-07-21 23:30:00 UTC,DECEPTIVE PRACTICE,false,false,17,2021,41.96097313,-87.725923177
2022-03-23 21:30:00 UTC,THEFT,false,false,19,2022,41.965875304,-87.663926268
2021-10-28 20:31:00 UTC,WEAPONS VIOLATION,false,false,3,2021,41.777714358,-87.593009148
2022-11-07 17:00:00 UTC,ROBBERY,false,false,5,2022,41.717493798,-87.629768425
2021-04-30 11:30:00 UTC,BATTERY,false,false,11,2021,41.892517133,-87.745722214
2023-04-12 13:00:00 UTC,ROBBERY,false,false,2,2023,41.797684416,-87.617677164
2025-11-02 20:37:00 UTC,THEFT,false,false,1,2025,41.866810739,-87.625817031
2025-02-08 01:30:00 UTC,THEFT,false,false,12,2025,41.89611927,-87.664280577
2024-10-25 00:00:00 UTC,MOTOR VEHICLE THEFT,false,false,1,2024,41.841164277,-87.6171782
2023-07-01 06:42:00 UTC,BATTERY,true,false,12,2023,41.877467769,-87.678277981
2021-04-27 09:05:00 UTC,THEFT,false,false,24,2021,42.010000989,-87.662352589
2022-01-22 18:30:00 UTC,THEFT,false,false,2,2022,41.821536978,-87.621542622
2023-10-27 20:10:00 UTC,ROBBERY,false,false,12,2023,41.894549179,-87.679458772
2023-02-21 10:15:00 UTC,THEFT,false,false,2,2023,41.833139883,-87.615392595
2024-06-28 19:30:00 UTC,THEFT,false,false,9,2024,41.81691816,-87.633567673
2022-11-06 23:30:00 UTC,THEFT,false,false,14,2022,41.907004233,-87.669236547
2022-01-18 20:24:00 UTC,OTHER OFFENSE,false,false,8,2022,41.737673128,-87.717292854
2023-03-15 14:00:00 UTC,THEFT,false,false,6,2023,41.74495038,-87.605060353
2025-11-16 10:12:00 UTC,THEFT,false,false,24,2025,42.017034519,-87.680468694
2020-12-18 12:00:00 UTC,DECEPTIVE PRACTICE,false,false,5,2020,41.677119997,-87.616569219
2023-05-06 12:41:00 UTC,CRIMINAL DAMAGE,false,false,9,2023,41.804911724,-87.664863565
2024-03-09 20:45:00 UTC,CRIMINAL TRESPASS,true,false,16,2024,41.939127704,-87.788525523
2023-10-14 16:50:00 UTC,ASSAULT,false,true,3,2023,41.7759329,-87.605831782
2023-07-28 13:00:00 UTC,BATTERY,false,true,14,2023,41.934204659,-87.687944171
2022-03-27 07:30:00 UTC,MOTOR VEHICLE THEFT,false,false,16,2022,41.992663658,-87.887544993
2020-06-14 16:06:00 UTC,WEAPONS VIOLATION,false,false,5,2020,41.672075344,-87.660511455
2022-11-30 14:40:00 UTC,BATTERY,false,false,10,2022,41.864033702,-87.717792133
2023-06-18 20:25:00 UTC,BATTERY,false,false,8,2023,41.807664382,-87.739829924
2023-08-09 14:00:00 UTC,MOTOR VEHICLE THEFT,false,false,16,2023,41.988733408,-87.777921115
2021-07-09 23:10:00 UTC,BATTERY,false,true,9,2021,41.806367693,-87.657615379
2025-01-31 12:00:00 UTC,THEFT,false,false,9,2025,41.81512646,-87.666371443
2021-02-04 11:03:00 UTC,DECEPTIVE PRACTICE,false,false,22,2021,41.705923868,-87.667087474
2023-11-28 01:23:00 UTC,BATTERY,false,false,5,2023,41.682562415,-87.620162333
2022-07-20 15:00:00 UTC,THEFT,false,false,15,2022,41.897967942,-87.7655071
2023-07-07 08:00:00 UTC,DECEPTIVE PRACTICE,false,false,24,2023,41.990380526,-87.656824028
2021-11-22 09:07:00 UTC,ASSAULT,false,false,8,2021,41.794462581,-87.770558224
2020-03-29 10:00:00 UTC,THEFT,false,false,16,2020,41.947851255,-87.755345337
2024-06-25 13:00:00 UTC,ASSAULT,false,false,8,2024,41.783451628,-87.70326286
2025-04-20 09:00:00 UTC,ASSAULT,false,false,24,2025,41.998101137,-87.703327771
2020-06-10 22:00:00 UTC,MOTOR VEHICLE THEFT,false,false,8,2020,41.82357193,-87.717732231
2022-06-10 12:00:00 UTC,MOTOR VEHICLE THEFT,false,true,17,2022,41.958091462,-87.713045786
2023-01-30 19:00:00 UTC,CRIMINAL DAMAGE,false,false,4,2023,41.702121118,-87.563980845
2023-10-12 02:00:00 UTC,CRIMINAL DAMAGE,true,false,19,2023,41.956448077,-87.692138912
2024-11-16 09:00:00 UTC,THEFT,false,false,5,2024,41.695908161,-87.595822806
2024-01-06 00:00:00 UTC,WEAPONS VIOLATION,false,false,8,2024,41.796177943,-87.717114302
2021-08-25 16:00:00 UTC,OTHER OFFENSE,false,true,8,2021,41.784479528,-87.700048161
2025-04-30 17:00:00 UTC,CRIMINAL TRESPASS,false,false,19,2025,41.932755165,-87.647150367
2021-01-18 19:05:00 UTC,ROBBERY,false,true,18,2021,41.906765556,-87.630070917
2023-11-05 21:58:00 UTC,THEFT,false,false,19,2023,41.947295978,-87.651162974
2023-09-11 17:57:00 UTC,BATTERY,true,true,4,2023,41.691253086,-87.538898526
2024-08-31 18:00:00 UTC,THEFT,false,false,12,2024,41.854134559,-87.646534151
2024-12-10 16:00:00 UTC,BATTERY,false,false,11,2024,41.868252211,-87.735040369
2025-07-24 22:19:00 UTC,ASSAULT,false,true,2,2025,41.791997364,-87.622393919
2021-12-07 12:00:00 UTC,DECEPTIVE PRACTICE,false,false,5,2021,41.721840482,-87.617277592
2020-08-26 21:09:00 UTC,WEAPONS VIOLATION,false,false,25,2020,41.911526114,-87.769178414
2021-07-29 15:45:00 UTC,BATTERY,false,true,22,2021,41.690608819,-87.700786641
2023-02-06 00:27:00 UTC,BATTERY,true,true,16,2023,41.940423951,-87.764950486
2020-12-19 08:58:00 UTC,CRIMINAL DAMAGE,false,true,25,2020,41.909888101,-87.764233201
2021-06-13 16:00:00 UTC,BATTERY,false,false,10,2021,41.855004397,-87.726427684
2024-06-07 10:53:00 UTC,OTHER OFFENSE,false,true,6,2024,41.747645513,-87.603366198
2023-04-25 18:10:00 UTC,BATTERY,false,false,1,2023,41.862218265,-87.639087164
2024-07-09 19:58:00 UTC,THEFT,true,false,24,2024,41.990615196,-87.683188577
2023-07-20 11:21:00 UTC,THEFT,false,false,18,2023,41.891581539,-87.634538286
2024-06-11 19:46:00 UTC,WEAPONS VIOLATION,true,false,12,2024,41.866859553,-87.667012497
2024-01-02 06:00:00 UTC,THEFT,false,false,9,2024,41.798812004,-87.653777929
2025-07-12 03:00:00 UTC,BURGLARY,false,false,12,2025,41.874342594,-87.674531651
2024-06-07 12:10:00 UTC,THEFT,false,false,19,2024,41.946836457,-87.664007853
2025-07-15 06:07:00 UTC,ASSAULT,false,false,4,2025,41.754829469,-87.572393079
2022-06-26 00:00:00 UTC,THEFT,false,true,7,2022,41.776151397,-87.641651267
2022-04-22 19:25:00 UTC,ASSAULT,false,true,15,2022,41.882171427,-87.770395157
2022-04-12 18:30:00 UTC,THEFT,false,false,3,2022,41.779511964,-87.605912319
2022-10-02 18:00:00 UTC,BATTERY,true,true,12,2022,41.900672328,-87.663873069
2024-05-25 22:00:00 UTC,THEFT,false,false,19,2024,41.943978856,-87.661508823
2021-06-05 18:05:00 UTC,WEAPONS VIOLATION,true,false,2,2021,41.821441875,-87.619925765
2024-10-21 03:00:00 UTC,ASSAULT,false,false,25,2024,41.932022618,-87.75644378
2023-08-12 20:19:00 UTC,BATTERY,false,true,7,2023,41.771630718,-87.647004386
2021-12-14 04:30:00 UTC,BATTERY,false,false,6,2021,41.75050077,-87.610062219
2022-06-14 12:50:00 UTC,BATTERY,false,true,3,2022,41.761490958,-87.615194874
2023-09-03 21:00:00 UTC,CRIMINAL DAMAGE,false,false,3,2023,41.777880123,-87.614355797
2024-04-17 22:05:00 UTC,PROSTITUTION,true,false,25,2024,41.931451751,-87.752619531
2023-03-05 08:21:00 UTC,OTHER OFFENSE,false,true,12,2023,41.885675419,-87.646736286
2023-10-26 06:00:00 UTC,CRIMINAL DAMAGE,false,true,6,2023,41.756793086,-87.602199684
2022-01-22 10:30:00 UTC,BATTERY,true,true,6,2022,41.744922892,-87.66134911
2021-10-23 15:29:00 UTC,CRIMINAL TRESPASS,true,false,8,2021,41.810285982,-87.710438879
2024-09-09 19:00:00 UTC,DECEPTIVE PRACTICE,false,false,25,2024,41.923896527,-87.771296264
2025-08-24 00:15:00 UTC,BATTERY,false,true,22,2025,41.704476605,-87.646408011
2020-01-23 19:10:00 UTC,NARCOTICS,true,false,15,2020,41.893498663,-87.76351192
2025-04-08 13:00:00 UTC,THEFT,false,false,17,2025,41.9817796,-87.716129742
2023-02-04 16:30:00 UTC,MOTOR VEHICLE THEFT,false,false,6,2023,41.733825904,-87.624076285
2020-11-19 01:29:00 UTC,WEAPONS VIOLATION,false,false,2,2020,41.821983253,-87.624036108
2022-11-01 09:45:00 UTC,ASSAULT,false,false,24,2022,42.016607113,-87.675302757
2022-03-06 00:00:00 UTC,CRIMINAL DAMAGE,false,true,11,2022,41.897023903,-87.736814122
2024-05-21 08:08:00 UTC,OTHER OFFENSE,false,false,3,2024,41.76322948,-87.612785639
2022-10-04 13:30:00 UTC,ASSAULT,false,false,8,2022,41.787537331,-87.702163149
2023-02-05 13:30:00 UTC,MOTOR VEHICLE THEFT,false,false,3,2023,41.781293251,-87.60595085
2023-07-19 03:20:00 UTC,BATTERY,false,true,4,2023,41.725464205,-87.570556381
2025-05-06 08:10:00 UTC,THEFT,true,false,17,2025,41.968234567,-87.728571616
2023-07-01 16:00:00 UTC,BATTERY,false,true,15,2023,41.880762322,-87.771810281
2023-11-25 10:41:00 UTC,ROBBERY,false,false,11,2023,41.875198745,-87.73099901
2025-07-29 03:00:00 UTC,MOTOR VEHICLE THEFT,false,false,5,2025,41.6972719,-87.618374066
2025-03-28 16:37:00 UTC,ASSAULT,false,false,15,2025,41.900478961,-87.749642063
2024-06-08 19:52:00 UTC,BURGLARY,false,false,20,2024,41.986721052,-87.705849218
2023-09-01 16:12:00 UTC,THEFT,false,true,7,2023,41.784385307,-87.638185818
2020-11-20 09:15:00 UTC,BATTERY,true,false,19,2020,41.962737417,-87.650663692
2023-01-06 00:00:00 UTC,OTHER OFFENSE,false,true,2,2023,41.808770282,-87.599250428
2025-03-02 23:20:00 UTC,THEFT,false,false,25,2025,41.93539469,-87.730686524
2021-05-27 10:00:00 UTC,THEFT,false,false,8,2021,41.803201891,-87.72198373
2024-04-26 00:00:00 UTC,ASSAULT,false,true,25,2024,41.929949598,-87.772275794
2024-06-22 11:00:00 UTC,ASSAULT,false,true,15,2024,41.866289097,-87.772928201
2025-06-10 10:30:00 UTC,THEFT,false,false,24,2025,42.007891504,-87.666727525
2024-06-13 18:15:00 UTC,MOTOR VEHICLE THEFT,false,false,17,2024,41.957394249,-87.720677668
2021-07-20 06:46:00 UTC,BATTERY,false,false,1,2021,41.8762502,-87.62971526
2020-11-03 11:00:00 UTC,BATTERY,false,false,8,2020,41.798392201,-87.744778495
2023-10-31 11:08:00 UTC,MOTOR VEHICLE THEFT,false,true,18,2023,41.895003278,-87.62152816
2020-12-17 15:00:00 UTC,DECEPTIVE PRACTICE,false,false,15,2020,41.892935505,-87.763946647
2022-01-11 00:00:00 UTC,CRIMINAL DAMAGE,false,false,19,2022,41.947772955,-87.646015206
2023-07-05 10:57:00 UTC,BATTERY,false,false,10,2023,41.84392392,-87.695194072
2023-09-29 18:30:00 UTC,DECEPTIVE PRACTICE,false,false,3,2023,41.776933681,-87.590257484
2025-01-25 11:30:00 UTC,DECEPTIVE PRACTICE,false,false,9,2025,41.837489008,-87.646264459
2022-02-24 22:00:00 UTC,THEFT,false,false,14,2022,41.906441698,-87.675439741
2020-09-02 11:43:00 UTC,DECEPTIVE PRACTICE,true,false,19,2020,41.954044565,-87.686343366
2021-01-23 01:00:00 UTC,WEAPONS VIOLATION,false,false,25,2021,41.90469007,-87.759731564
2023-09-06 07:00:00 UTC,CRIMINAL DAMAGE,false,false,2,2023,41.801968515,-87.593463546
2022-05-14 01:45:00 UTC,ASSAULT,false,false,1,2022,41.87683815,-87.634320718
2025-09-10 18:20:00 UTC,ASSAULT,false,false,12,2025,41.888525948,-87.644322264
2023-06-01 10:25:00 UTC,BATTERY,false,true,2,2023,41.802842566,-87.610053363
2021-05-11 23:30:00 UTC,DECEPTIVE PRACTICE,false,false,11,2021,41.868234132,-87.704934931
2025-08-09 13:06:00 UTC,ASSAULT,false,true,11,2025,41.899911004,-87.723780343
